"nm_prov","nm_kota","nm_kec","nm_desa","nm_dapil","bsndslhn","kwooarmn"
SULAWESI UTARA,KOTA BITUNG,LEMBEH UTARA,LIRANG,SULUT,7,395
SULAWESI UTARA,KOTA BITUNG,LEMBEH UTARA,POSOKAN,SULUT,17,333
SULAWESI UTARA,KOTA BITUNG,LEMBEH UTARA,NUSU,SULUT,22,459
SULAWESI UTARA,KOTA BITUNG,LEMBEH UTARA,KAREKO,SULUT,23,526
SULAWESI UTARA,KOTA BITUNG,LEMBEH UTARA,GUNUNG WOKA,SULUT,14,380
SULAWESI UTARA,KOTA BITUNG,LEMBEH UTARA,BATUKOTA,SULUT,27,472
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,GANGGA I,SULUT,28,1077
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,GANGGA II,SULUT,229,219
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,TALISE,SULUT,39,345
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,AIRBANUA,SULUT,5,359
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,PALAES,SULUT,176,599
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,MALIAMBAO,SULUT,67,619
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,TERMAAL,SULUT,118,472
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,PAPUTUNGAN,SULUT,16,537
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,JAYAKARSA,SULUT,53,598
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,TANAH PUTIH,SULUT,39,566
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,BAHOI,SULUT,26,342
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,TARABITAN,SULUT,84,634
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,SEREI,SULUT,81,906
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,SONSILO,SULUT,71,481
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,MUBUNE,SULUT,10,318
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,MUNTE,SULUT,416,576
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,BULUTUI,SULUT,198,226
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,WAWUNIAN,SULUT,26,249
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,TAMBUN,SULUT,28,406
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,KINABUHUTAN,SULUT,414,262
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,WANGURER,SULUT,139,319
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,KAWERUAN,SULUT,61,370
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,BATU,SULUT,135,774
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,WEROT,SULUT,149,299
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,PASLATEN,SULUT,39,394
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,KOKOLEH SATU,SULUT,115,381
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,KOKOLEH DUA,SULUT,72,246
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,LIKUPANG I,SULUT,97,1257
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,LIKUPANG II,SULUT,581,1397
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,SARAWET,SULUT,227,478
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,WINERU,SULUT,137,583
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,MAEN,SULUT,262,606
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,WINURI,SULUT,49,903
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,MARINSOW,SULUT,10,494
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,PULISAN,SULUT,10,273
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,KALINAUN,SULUT,43,907
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,RINONDORAN,SULUT,49,726
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,PINENEK,SULUT,29,438
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,LIHUNU,SULUT,56,682
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,KAHUKU,SULUT,5,273
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,LIBAS,SULUT,15,303
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,LIKUPANG KAMPUNG AMBONG,SULUT,145,779
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,KINUNANG,SULUT,9,202
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,RESETLEMEN,SULUT,18,151
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG TIMUR,EHE,SULUT,15,319
SULAWESI UTARA,KEPULAUAN TALAUD,LIRUNG,LIRUNG,SULUT,49,386
SULAWESI UTARA,KEPULAUAN TALAUD,LIRUNG,LIRUNG I,SULUT,121,1024
SULAWESI UTARA,KEPULAUAN TALAUD,LIRUNG,LIRUNG MATANE,SULUT,45,448
SULAWESI UTARA,KEPULAUAN TALAUD,LIRUNG,SEREH,SULUT,79,381
SULAWESI UTARA,KEPULAUAN TALAUD,LIRUNG,MUSI,SULUT,17,411
SULAWESI UTARA,KEPULAUAN TALAUD,LIRUNG,TALOLANG,SULUT,26,502
SULAWESI UTARA,KEPULAUAN TALAUD,LIRUNG,SEREH I,SULUT,37,393
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,TOTABUAN,SULUT,269,297
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,PINDOL,SULUT,69,288
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,SOLOG,SULUT,826,194
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,TANDU,SULUT,82,317
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,LOLAK,SULUT,1114,905
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,MOTABANG,SULUT,1410,615
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,MONGKOINIT,SULUT,672,624
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,LABUAN UKI,SULUT,301,911
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,PINOGALUMAN,SULUT,66,566
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,SAUK,SULUT,101,463
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,LALOW,SULUT,187,965
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,BUNTALO,SULUT,21,583
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,BUMBUNG,SULUT,341,146
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,BATURAPA,SULUT,19,323
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,TUYAT,SULUT,29,352
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,PINDOLILI,SULUT,20,318
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,LOLAK TAMBOLANGO,SULUT,610,457
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,LOLAK II,SULUT,22,383
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,BUNTALO TIMUR,SULUT,19,375
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,BUNTALO SELATAN,SULUT,25,547
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,BATURAPA II,SULUT,38,397
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,DIAT,SULUT,210,188
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,PINOGALUMAN TIMUR,SULUT,17,268
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,MONGKOINIT BARAT,SULUT,155,309
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,DULANGON,SULUT,104,311
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,PADANG LALOW,SULUT,185,106
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,BOMBANON,SULUT,36,586
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,ABAK,SULUT,512,160
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,TAPA AOG,SULUT,598,265
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,MOPUSI,SULUT,1272,326
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,MATALI BARU,SULUT,443,82
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,BAKAN,SULUT,1409,174
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,TANOYAN SELATAN,SULUT,730,845
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,TUNGOI I,SULUT,902,1172
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,LOLAYAN,SULUT,484,117
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,MOPAIT,SULUT,886,483
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,KOPANDAKAN II,SULUT,1063,465
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,TANOYAN UTARA,SULUT,688,1039
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,TUNGOI II,SULUT,541,447
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,MENGKANG,SULUT,93,21
SULAWESI UTARA,KOTA BITUNG,MADIDIR,WANGURER BARAT,SULUT,755,3021
SULAWESI UTARA,KOTA BITUNG,MADIDIR,PACEDA,SULUT,204,2820
SULAWESI UTARA,KOTA BITUNG,MADIDIR,MADIDIR URE,SULUT,149,2063
SULAWESI UTARA,KOTA BITUNG,MADIDIR,KADOODAN,SULUT,241,1767
SULAWESI UTARA,KOTA BITUNG,MADIDIR,MADIDIR WERU,SULUT,149,1315
SULAWESI UTARA,KOTA BITUNG,MADIDIR,MADIDIR UNET,SULUT,324,2674
SULAWESI UTARA,KOTA BITUNG,MADIDIR,WANGURER TIMUR,SULUT,376,2182
SULAWESI UTARA,KOTA BITUNG,MADIDIR,WANGURER UTARA,SULUT,361,1841
SULAWESI UTARA,KOTA BITUNG,MAESA,BITUNG BARAT SATU,SULUT,715,1721
SULAWESI UTARA,KOTA BITUNG,MAESA,PAKADOODAN,SULUT,151,990
SULAWESI UTARA,KOTA BITUNG,MAESA,BITUNG BARAT  DUA,SULUT,516,2204
SULAWESI UTARA,KOTA BITUNG,MAESA,BITUNG TENGAH,SULUT,1027,2699
SULAWESI UTARA,KOTA BITUNG,MAESA,BITUNG TIMUR,SULUT,1270,3264
SULAWESI UTARA,KOTA BITUNG,MAESA,KAKENTURAN  SATU,SULUT,379,1884
SULAWESI UTARA,KOTA BITUNG,MAESA,KEKENTURAN DUA,SULUT,558,1384
SULAWESI UTARA,KOTA BITUNG,MAESA,PATETEN TIGA,SULUT,576,1289
SULAWESI UTARA,MINAHASA SELATAN,MAESAAN,TUMANI,SULUT,28,742
SULAWESI UTARA,MINAHASA SELATAN,MAESAAN,LOWIAN,SULUT,31,570
SULAWESI UTARA,MINAHASA SELATAN,MAESAAN,KINAWERUAN,SULUT,27,487
