"nm_prov","nm_kota","nm_kec","nm_desa","nm_dapil","bsndslhn","kwooarmn"
MALUKU,SERAM BAGIAN BARAT,TANIWEL TIMUR,MAKUBUBUY,MALUKU,50,278
MALUKU,SERAM BAGIAN BARAT,TANIWEL TIMUR,TOUNUSSA,MALUKU,15,184
MALUKU,SERAM BAGIAN BARAT,TANIWEL TIMUR,WORALOIN,MALUKU,9,167
MALUKU,SERAM BAGIAN BARAT,TANIWEL TIMUR,LUMAPELU,MALUKU,21,285
MALUKU,KOTA TUAL,TAYANDO TAM,TAM NGURHIR,MALUKU,724,512
MALUKU,KOTA TUAL,TAYANDO TAM,TAYANDO LANGGIAR,MALUKU,313,71
MALUKU,KOTA TUAL,TAYANDO TAM,TAYANDO YAMTEL,MALUKU,468,825
MALUKU,KOTA TUAL,TAYANDO TAM,TAYANDO OHOIEL,MALUKU,228,426
MALUKU,KOTA TUAL,TAYANDO TAM,TAYANDO YAMRU,MALUKU,227,29
MALUKU,MALUKU TENGAH,TEHORU,TELUTIH BARU,MALUKU,548,314
MALUKU,MALUKU TENGAH,TEHORU,MOSSO,MALUKU,228,307
MALUKU,MALUKU TENGAH,TEHORU,HATUMETE,MALUKU,40,645
MALUKU,MALUKU TENGAH,TEHORU,HATU,MALUKU,21,586
MALUKU,MALUKU TENGAH,TEHORU,PILIANA,MALUKU,21,309
MALUKU,MALUKU TENGAH,TEHORU,YAPUTIH,MALUKU,699,288
MALUKU,MALUKU TENGAH,TEHORU,SAUNULU,MALUKU,271,454
MALUKU,MALUKU TENGAH,TEHORU,TEHORU,MALUKU,2084,1220
MALUKU,MALUKU TENGAH,TEHORU,HAYA,MALUKU,2035,1237
MALUKU,MALUKU TENGAH,TEHORU,SALAMAHU,MALUKU,13,160
MALUKU,KOTA AMBON,TELUK AMBON,TIHU,MALUKU,230,278
MALUKU,KOTA AMBON,TELUK AMBON,HUNUTH/DURIAN PATAH,MALUKU,722,977
MALUKU,KOTA AMBON,TELUK AMBON,POKA,MALUKU,1210,1300
MALUKU,KOTA AMBON,TELUK AMBON,RUMAH TIGA,MALUKU,2000,2596
MALUKU,KOTA AMBON,TELUK AMBON,WAYAME,MALUKU,1252,1949
MALUKU,KOTA AMBON,TELUK AMBON,TAWIRI,MALUKU,195,3160
MALUKU,KOTA AMBON,TELUK AMBON,HATIVE BESAR,MALUKU,324,2931
MALUKU,KOTA AMBON,TELUK AMBON,LAHA,MALUKU,2425,907
MALUKU,MALUKU TENGAH,TELUK ELPAPUTIH,WARAKA,MALUKU,108,1162
MALUKU,MALUKU TENGAH,TELUK ELPAPUTIH,TANANAHU,MALUKU,23,1145
MALUKU,MALUKU TENGAH,TELUK ELPAPUTIH,LIANG,MALUKU,404,509
MALUKU,MALUKU TENGAH,TELUK ELPAPUTIH,SAHULAUW,MALUKU,46,828
MALUKU,BURU,TELUK KAIELY,WAELAPIA,MALUKU,255,229
MALUKU,BURU,TELUK KAIELY,MASARETE,MALUKU,166,225
MALUKU,BURU,TELUK KAIELY,SEITH,MALUKU,311,253
MALUKU,BURU,TELUK KAIELY,KAIELY,MALUKU,310,269
MALUKU,BURU,TELUK KAIELY,KAKI AIR,MALUKU,197,114
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,DAWANG,MALUKU,79,163
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,SOLANG,MALUKU,45,144
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,BELLIS,MALUKU,291,128
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,WARU,MALUKU,597,347
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,KARAY,MALUKU,117,248
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,TUBIR WASIWANG,MALUKU,20,38
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,NAMA LENA,MALUKU,52,102
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,NAMA ANDAN,MALUKU,104,183
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,KAMPUNG BARU,MALUKU,33,95
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,BOINFIA,MALUKU,22,69
MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,MADAK,MALUKU,31,77
MALUKU,MALUKU TENGAH,TELUTIH,ULAHAHAN,MALUKU,40,381
MALUKU,MALUKU TENGAH,TELUTIH,LAFA,MALUKU,40,494
MALUKU,MALUKU TENGAH,TELUTIH,YAMALATU,MALUKU,12,179
MALUKU,MALUKU TENGAH,TELUTIH,HUNISI,MALUKU,4,186
MALUKU,MALUKU TENGAH,TELUTIH,LAIMU,MALUKU,2130,1063
MALUKU,MALUKU TENGAH,TELUTIH,MANEORATU,MALUKU,46,150
MALUKU,MALUKU TENGAH,TELUTIH,TEHUA,MALUKU,1285,656
MALUKU,MALUKU TENGAH,TELUTIH,LAHA,MALUKU,10,261
MALUKU,MALUKU TENGAH,TELUTIH,WOLU,MALUKU,680,601
MALUKU,MALUKU TENGAH,TELUTIH,LAHA KABA,MALUKU,422,224
MALUKU,MALUKU TENGAH,TEON NILA SERUA,USLIAPAN,MALUKU,15,371
MALUKU,MALUKU TENGAH,TEON NILA SERUA,KURALELE,MALUKU,2,259
MALUKU,MALUKU TENGAH,TEON NILA SERUA,KOKROMAN,MALUKU,8,218
MALUKU,MALUKU TENGAH,TEON NILA SERUA,MESSA,MALUKU,20,346
MALUKU,MALUKU TENGAH,TEON NILA SERUA,AMETH,MALUKU,6,311
MALUKU,MALUKU TENGAH,TEON NILA SERUA,WARU,MALUKU,31,842
MALUKU,MALUKU TENGAH,TEON NILA SERUA,BUMEY,MALUKU,20,336
MALUKU,MALUKU TENGAH,TEON NILA SERUA,SIFLURU,MALUKU,13,261
MALUKU,MALUKU TENGAH,TEON NILA SERUA,LAYENI,MALUKU,49,1099
MALUKU,MALUKU TENGAH,TEON NILA SERUA,WOTAY,MALUKU,18,342
MALUKU,MALUKU TENGAH,TEON NILA SERUA,ISSU,MALUKU,25,382
MALUKU,MALUKU TENGAH,TEON NILA SERUA,LESLURU,MALUKU,1,273
MALUKU,MALUKU TENGAH,TEON NILA SERUA,WATLUDAN,MALUKU,35,461
MALUKU,MALUKU TENGAH,TEON NILA SERUA,TRANA,MALUKU,12,277
MALUKU,MALUKU TENGAH,TEON NILA SERUA,JERILI,MALUKU,18,526
MALUKU,MALUKU TENGAH,TEON NILA SERUA,NAKUPIA,MALUKU,9,302
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,DANAMA,MALUKU,300,179
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,KILMOY,MALUKU,412,92
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,KILBAT,MALUKU,285,134
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,SESAR,MALUKU,124,100
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,AIRKASAR,MALUKU,69,63
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,WARAS-WARAS,MALUKU,178,246
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,GAH,MALUKU,131,223
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,WALANG TENGA,MALUKU,59,160
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,BATI KILWOUW,MALUKU,22,65
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,TARUY,MALUKU,259,67
MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,KUFAR,MALUKU,80,337
MALUKU,BURU,WAEAPO,SAVANA JAYA,MALUKU,208,607
MALUKU,BURU,WAEAPO,WAETELE,MALUKU,352,332
MALUKU,BURU,WAEAPO,WAEKASAR,MALUKU,345,1326
MALUKU,BURU,WAEAPO,WAENETAT,MALUKU,641,1309
MALUKU,BURU,WAEAPO,WAEKERTA,MALUKU,427,481
MALUKU,BURU,WAEAPO,GOGOREA,MALUKU,76,144
MALUKU,BURU,WAEAPO,WANAREJA,MALUKU,328,732
MALUKU,BURU,WAELATA,WAELO,MALUKU,445,1089
MALUKU,BURU,WAELATA,PARBULU,MALUKU,526,1250
MALUKU,BURU,WAELATA,WAETINA,MALUKU,389,935
MALUKU,BURU,WAELATA,WAELEMAN,MALUKU,91,312
MALUKU,BURU,WAELATA,DEBOWAE,MALUKU,337,1135
MALUKU,BURU,WAELATA,BASALALE,MALUKU,57,305
MALUKU,BURU,WAELATA,WAFLAN,MALUKU,20,478
MALUKU,BURU,WAELATA,DAVA,MALUKU,118,462
MALUKU,BURU,WAELATA,WAEHATA,MALUKU,8,204
MALUKU,BURU,WAELATA,WIDIT,MALUKU,48,181
MALUKU,BURU SELATAN,WAESAMA,WAETAWA,MALUKU,593,182
MALUKU,BURU SELATAN,WAESAMA,WAESILI,MALUKU,588,303
MALUKU,BURU SELATAN,WAESAMA,LENA,MALUKU,605,363
MALUKU,BURU SELATAN,WAESAMA,SIMI,MALUKU,439,387
MALUKU,BURU SELATAN,WAESAMA,WAELIKUT,MALUKU,680,259
MALUKU,BURU SELATAN,WAESAMA,WAMSISI,MALUKU,878,515
MALUKU,BURU SELATAN,WAESAMA,POHON BATU,MALUKU,362,298
MALUKU,BURU SELATAN,WAESAMA,WAETEBA,MALUKU,269,211
MALUKU,BURU SELATAN,WAESAMA,HOTE,MALUKU,236,159
MALUKU,BURU SELATAN,WAESAMA,BATU KASA,MALUKU,255,182
MALUKU,BURU SELATAN,WAESAMA,WAEMASING,MALUKU,281,217
MALUKU,BURU,WAPLAU,LAMAHANG,MALUKU,574,430
MALUKU,BURU,WAPLAU,WAPLAU,MALUKU,608,554
MALUKU,BURU,WAPLAU,WAEURA,MALUKU,482,487
MALUKU,BURU,WAPLAU,SAMALAGI,MALUKU,202,104
MALUKU,BURU,WAPLAU,NAMSINA,MALUKU,359,400
MALUKU,BURU,WAPLAU,HATAWANO,MALUKU,528,190
MALUKU,BURU,WAPLAU,WAELIHANG,MALUKU,284,342
MALUKU,BURU,WAPLAU,WAPREA,MALUKU,318,266
MALUKU,BURU,WAPLAU,WAEPOTIH,MALUKU,153,721
MALUKU,BURU,WAPLAU,SKIKILALE,MALUKU,16,173
MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,KEMATUBUN,MALUKU,59,1351
MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,RUMAHSALUT,MALUKU,87,755
MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,WELUTU,MALUKU,117,315
MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,THEMIN,MALUKU,38,404
MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,WERATAN,MALUKU,50,915
MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,WERMATANG,MALUKU,18,429
MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,BATU PUTIH,MALUKU,17,678
MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,MAKATIAN,MALUKU,45,682
MALUKU,MALUKU TENGGARA BARAT,WER MAKTIAN,MARANTUTUL,MALUKU,27,299
MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,TUMBUR,MALUKU,62,669
MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,LORULUN,MALUKU,106,977
MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,ATABUL RAYA/ATUBUL DOL,MALUKU,31,527
MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,AMDASA,MALUKU,10,407
MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,SANGLIAT KRAWAIN,MALUKU,8,387
MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,ARUI BAB,MALUKU,59,941
MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,ARUI DAS,MALUKU,32,483
MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,SANGLIAT DOL,MALUKU,32,363
MALUKU,MALUKU TENGGARA BARAT,WER TAMRIAN,ATUBUL DA,MALUKU,25,555
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,BATUASA,MALUKU,584,155
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,HATUIMETEN,MALUKU,162,148
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,WERINAMA,MALUKU,2243,690
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,BEMO,MALUKU,398,165
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,TUM,MALUKU,255,372
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,GUSALAUT,MALUKU,271,169
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,OSONG,MALUKU,166,73
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,TOBO,MALUKU,250,51
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,BEMO PERAK,MALUKU,201,100
MALUKU,SERAM BAGIAN TIMUR,WERINAMA,FUNA NAIBAYA,MALUKU,130,42
MALUKU,MALUKU BARAT DAYA,WETAR,ILWAKI,MALUKU,76,338
MALUKU,MALUKU BARAT DAYA,WETAR,ILPUTIH,MALUKU,7,169
MALUKU,MALUKU BARAT DAYA,WETAR,MAHUAN,MALUKU,5,109
MALUKU,MALUKU BARAT DAYA,WETAR,MASAPUN,MALUKU,18,249
MALUKU,MALUKU BARAT DAYA,WETAR,AMAU,MALUKU,51,155
MALUKU,MALUKU BARAT DAYA,WETAR,HIAY,MALUKU,16,188
MALUKU,MALUKU BARAT DAYA,WETAR UTARA,UHAK,MALUKU,16,203
MALUKU,MALUKU BARAT DAYA,WETAR UTARA,LURANG,MALUKU,30,278
MALUKU,MALUKU BARAT DAYA,WETAR UTARA,NAUMATANG,MALUKU,7,114
MALUKU,MALUKU BARAT DAYA,WETAR UTARA,ESULIT,MALUKU,78,113
MALUKU,MALUKU BARAT DAYA,WETAR UTARA,NABAR,MALUKU,3,73
MALUKU,MALUKU BARAT DAYA,WETAR UTARA,ERAY,MALUKU,5,123
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,ABAT,MALUKU,13,430
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,LABOBAR,MALUKU,177,246
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,WATMASA,MALUKU,23,433
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,AWEAR RUMNGEUR,MALUKU,11,399
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,KARATAR,MALUKU,196,187
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,WUNLAH,MALUKU,41,440
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,KILOON,MALUKU,121,344
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,LINGADA,MALUKU,10,228
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,TEINEMAN,MALUKU,8,285
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,WABAR,MALUKU,4,205
MALUKU,MALUKU TENGGARA BARAT,WUAR LABOBAR,ROMNUS,MALUKU,36,131
MALUKU,MALUKU TENGGARA BARAT,YARU,ROMEAN,MALUKU,41,801
MALUKU,MALUKU TENGGARA BARAT,YARU,RUMNGEUR,MALUKU,2,138
MALUKU,MALUKU TENGGARA BARAT,YARU,AWEAR,MALUKU,1,148
MALUKU,MALUKU TENGGARA BARAT,YARU,SOFYANIN,MALUKU,23,403
MALUKU,MALUKU TENGGARA BARAT,YARU,WALERANG,MALUKU,13,365
MALUKU,MALUKU TENGGARA BARAT,YARU,ADODO FORDATA,MALUKU,82,381
MALUKU UTARA,HALMAHERA SELATAN,BACAN,LABUHA,MALUT,1314,1060
MALUKU UTARA,HALMAHERA SELATAN,BACAN,AMASING KOTA,MALUT,1347,496
MALUKU UTARA,HALMAHERA SELATAN,BACAN,AMASING KALI,MALUT,497,149
MALUKU UTARA,HALMAHERA SELATAN,BACAN,TOMORI,MALUT,664,859
MALUKU UTARA,HALMAHERA SELATAN,BACAN,INDOMUT,MALUT,351,95
MALUKU UTARA,HALMAHERA SELATAN,BACAN,BELANG BELANG,MALUT,253,120
MALUKU UTARA,HALMAHERA SELATAN,BACAN,SUMAE,MALUT,141,264
MALUKU UTARA,HALMAHERA SELATAN,BACAN,KAPUTUSANG,MALUT,104,301
MALUKU UTARA,HALMAHERA SELATAN,BACAN,AMASING KOTA BARAT,MALUT,692,211
MALUKU UTARA,HALMAHERA SELATAN,BACAN,AMASING KOTA UTARA,MALUT,441,146
MALUKU UTARA,HALMAHERA SELATAN,BACAN,AWANGGOA,MALUT,85,124
MALUKU UTARA,HALMAHERA SELATAN,BACAN,SUMA TINGGI,MALUT,120,116
MALUKU UTARA,HALMAHERA SELATAN,BACAN,HIDAYAT,MALUT,485,233
MALUKU UTARA,HALMAHERA SELATAN,BACAN,MARABOSE,MALUT,553,231
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT,INDARI,MALUT,294,162
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT,TAWABI,MALUT,129,172
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT,WIRING,MALUT,153,52
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT,NONDANG,MALUT,197,281
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT,KUSUBIBI,MALUT,213,273
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT,KOKOTU,MALUT,124,50
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT,NANG,MALUT,141,87
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT UTARA,SIDOPO,MALUT,210,70
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT UTARA,LOIT,MALUT,242,130
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT UTARA,NUSABULLAH,MALUT,389,100
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT UTARA,JOJAME,MALUT,234,128
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT UTARA,YABA,MALUT,0,0
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT UTARA,GETI LAMA,MALUT,14,187
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT UTARA,GETI BARU,MALUT,195,171
MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT UTARA,GILALANG,MALUT,92,137
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,KAMPUNG MAKIAN,MALUT,993,239
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,MANDAWONG,MALUT,1302,393
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,KUPAL,MALUT,650,220
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,GANDASULI,MALUT,907,354
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,SAWADAI,MALUT,200,103
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,TUWOKONA,MALUT,351,148
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,PAPALOANG,MALUT,221,68
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,TEMBAL,MALUT,667,178
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,KUBUNG,MALUT,212,105
MALUKU UTARA,HALMAHERA SELATAN,BACAN SELATAN,PANAMBOANG,MALUT,360,578
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,BABANG,MALUT,1180,581
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,BORI,MALUT,270,444
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,NYONYIFI,MALUT,70,46
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,SABATANG,MALUT,300,112
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,GORO-GORO,MALUT,160,179
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,SALI KECIL,MALUT,49,82
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,TIMLONGA,MALUT,80,95
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,SAYOANG,MALUT,102,765
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,WAYAMIGA,MALUT,529,247
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,KAIREU,MALUT,85,96
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR SELATAN,WAYAUA,MALUT,589,754
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR SELATAN,SILANG,MALUT,252,156
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR SELATAN,LIARO,MALUT,289,231
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR SELATAN,PIGARAJA,MALUT,368,288
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR SELATAN,WAYAKUBA,MALUT,160,64
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR SELATAN,TABANGAME,MALUT,187,13
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR SELATAN,TABAJAYA,MALUT,133,28
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR TENGAH,WAYATIM,MALUT,195,75
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR TENGAH,TOMARA,MALUT,334,75
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR TENGAH,TUTUPA,MALUT,114,194
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR TENGAH,TABAPOMA,MALUT,256,97
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR TENGAH,BIBINOI,MALUT,475,477
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR TENGAH,SONGA,MALUT,172,409
MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR TENGAH,TAWA,MALUT,53,379
MALUKU UTARA,HALMAHERA UTARA,GALELA,SOA-SIO,MALUT,706,154
MALUKU UTARA,HALMAHERA UTARA,GALELA,PUNE,MALUT,318,108
MALUKU UTARA,HALMAHERA UTARA,GALELA,MAMUYA,MALUT,639,615
MALUKU UTARA,HALMAHERA UTARA,GALELA,TOWEKA,MALUT,348,24
MALUKU UTARA,HALMAHERA UTARA,GALELA,SIMAU,MALUT,465,97
MALUKU UTARA,HALMAHERA UTARA,GALELA,BARATAKU,MALUT,553,44
MALUKU UTARA,HALMAHERA UTARA,GALELA,TOWARA,MALUT,406,71
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,SOATABARU,MALUT,88,644
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,DOKULAMO,MALUT,791,493
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,DUMA,MALUT,32,907
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,GOTALAMO,MALUT,376,60
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,MAKETE,MALUT,8,214
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,NGIDIHO,MALUT,797,180
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,ROKO,MALUT,32,549
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,SAMUDA,MALUT,8,573
MALUKU UTARA,HALMAHERA UTARA,GALELA BARAT,KIRA,MALUT,387,181
MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN,SEKI,MALUT,238,224
MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN,TOGAWA,MALUT,424,428
MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN,SOAKONORA,MALUT,968,585
MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN,IGOBULA,MALUT,1245,338
MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN,BALE,MALUT,7,275
MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN,TOGAWA BESI,MALUT,358,147
MALUKU UTARA,HALMAHERA UTARA,GALELA SELATAN,ORI,MALUT,309,119
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,LIMAU,MALUT,261,154
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,LALONGA,MALUT,262,117
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,BOBISINGO,MALUT,511,117
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,SALIMULI,MALUT,308,329
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,TUTUMALOLEO,MALUT,395,43
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,SALUTA,MALUT,163,466
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,JERE,MALUT,283,62
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,DODOWO,MALUT,170,223
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,TOGASA,MALUT,46,334
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,BERINGIN JAYA,MALUT,50,131
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,PELITA,MALUT,6,353
MALUKU UTARA,HALMAHERA UTARA,GALELA UTARA,JERE TUA,MALUT,140,13
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,DORO,MALUT,259,86
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,KOITITI,MALUT,441,348
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,CANGO,MALUT,321,151
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,SAKETA,MALUT,886,276
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,BALITATA,MALUT,203,52
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,OHA,MALUT,199,186
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,PAPACEDA,MALUT,322,81
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,LEMO LEMO,MALUT,138,128
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,BUMI RAHMAT,MALUT,187,68
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT,TABAMASA,MALUT,126,28
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT SELATAN,AWIS,MALUT,157,35
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT SELATAN,DOWORA,MALUT,509,131
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT SELATAN,GANE DALAM,MALUT,417,128
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT SELATAN,JIBUBU,MALUT,35,141
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT SELATAN,PASIPALELE,MALUT,158,361
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT SELATAN,SEKELY,MALUT,225,172
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT SELATAN,TAWA,MALUT,233,34
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT SELATAN,YAMLI,MALUT,5,182
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,BATULAK,MALUT,191,54
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,BOSO,MALUT,33,369
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,DOLIK,MALUT,592,249
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,FULAI,MALUT,160,63
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,GUMIRAH,MALUT,164,77
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,MOLOKU,MALUT,219,76
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,NURJIHAT,MALUT,89,31
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,POSI POSI,MALUT,89,75
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,SAMAT,MALUT,135,37
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,SAMO,MALUT,261,87
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,SUKA DAMAI,MALUT,12,150
